Neighborhood,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"Banbury Woods Place, Raleigh, NC",-0.25782839441089583,0.6136256900588143,-0.8619055752513506,0.7609854958776264,0.329147347149341,-0.29513575551302623,-1.1746109248011207,-0.5712332797775566,-0.37293906305269164,0.7984658246592045,0.45938560821758756,-0.7721775102145219,0.4991271336907178,-0.5610052241907194,0.34544632916835766,0.2614846572002859
"Battery Heights, Raleigh, NC",2.318150892755658,-1.337738046276762,0.5375496142730459,-0.038385972892940906,-0.25867495768534726,-0.4614393886473346,-0.6336558398790353,0.48746324920956635,-0.06845920226587221,0.40102061820687007,-0.9268241861476162,-1.033261933265448,-0.34480487119669073,-0.05834119055957403,0.29130652653942785,0.050610268168999245
"Bedford Heights, Raleigh, NC",1.808687602575037,0.019767805254935416,0.7988990899698442,-0.23114604022094506,-0.6225912080700368,-0.6228094607012267,-0.5465813806967998,1.3416300763679279,-0.36957106207389895,-1.3689362378086487,-0.5855817382599812,2.008383967519289,0.5317132174583427,0.9079593926213712,-0.5213250348487056,-0.8840410945101548
"Bellevue Terrace, Raleigh, NC",-2.5996289000665964,0.891193570865201,0.062037028998647895,0.6803999365666399,-0.10380261169289559,0.02699366312741619,-0.6603275580641755,0.5281091795996862,-0.6907653770008638,0.11995523170039836,-0.4843426243541457,0.2680521810857778,0.1174719540403168,0.3279981391425774,-0.5937890296629736,-0.18494315868530883
"Bembridge, Raleigh, NC",-1.2852958910684695,0.4087501732165221,0.8560804196709936,-1.86336859491225,-3.996091335945567,-0.5490737669634469,0.1167616342978592,0.6964638921167016,0.48404256391428857,0.17207119431070578,1.8159056794735258,0.442194134410116,-0.46346634479580706,0.32875947941560596,0.037078945451498,0.2355613479595458
"Bennett Place, Raleigh, NC",-2.9905012731136273,0.35627430887262507,-0.5066340222975811,0.7630197055691047,-0.4949568801427848,-0.05521869304809626,1.9284645745269107,-0.8460922093441231,0.13244210523082323,0.19561363728220293,-0.5441930359809235,0.20530560701745532,-0.017597888159537896,-0.3769758479648629,-0.1613219681947793,-0.040781186884541125
"Bennett Woods, Raleigh, NC",1.7645389020237563,-0.9694887206925312,0.08147879088399711,-0.7753157634990798,-1.2149625949530511,-0.5594709859389115,-0.2322316133762865,0.017614412606325527,0.1702842962711715,-0.315255703813592,-0.23051901668497285,0.20775478635396105,-0.011106542477061164,0.15671477212862378,0.35510886775967526,-0.2745607985258885
"Blenheim Place, Raleigh, NC",-1.30576540748658,0.005536278435512968,-1.775596564242998,-0.6307642739390921,1.1735431709809951,0.013793186011212794,-0.7120085440596885,1.2578656602483866,0.9999879329180938,0.27046559532727055,-0.13968686879286232,-0.032604030823535454,1.803183086250228,-0.7403436852811386,0.007939331470444035,0.2640786331865871
"Blue Moon Ridge, Raleigh, NC",-0.25782839441089583,0.6136256900588143,-0.8619055752513506,0.7609854958776264,0.329147347149341,-0.29513575551302623,-1.1746109248011207,-0.5712332797775566,-0.37293906305269164,0.7984658246592045,0.45938560821758756,-0.7721775102145219,0.4991271336907178,-0.5610052241907194,0.34544632916835766,0.2614846572002859
"Bolton, Raleigh, NC",-1.056542907654782,0.9593755520305217,-0.30274051119020357,0.04287381961956549,0.15597028011508593,0.2056851843430146,0.042555831277826014,-0.8799884570526316,-0.5012029048303496,0.8035422579109404,-0.2989785769614685,-0.21516697816861205,0.5679384282020805,-0.12874693057906073,-0.04133833445634854,0.35400455860449903
"Boylan Heights, Raleigh, NC",0.521624623001257,0.01819474729060768,0.42457795440572466,-0.23497960698350417,0.7832148325890673,-0.4175245936413601,-0.5074527135728799,-1.0376056189695007,0.511895120639131,-1.6708794595216894,0.6285316852153126,-0.48621869425377395,1.2608495720244726,-0.347341449898251,0.32468962715904925,0.014827850075457448
"Breeland Park, Raleigh, NC",-2.4636253757103193,0.14943715992264772,-0.2410071166934565,-0.21248120674132834,-0.2978797219060759,0.33255718077810714,0.7053064358683946,-0.6096093984799259,-0.8044230669476834,-0.05341235327582893,-0.4408468663647284,0.11872738789862011,-0.38755792071606926,-0.004526638135402193,0.12584619885024553,-0.2197724916183213
"Breezy Heights, Raleigh, NC",1.721036460614606,-0.9747596740694103,-0.21236692157368262,-0.19481186100739337,0.05909740330665485,-0.32980930176168144,-0.06923408292900256,-0.2106285294348012,-0.40159814957125795,-0.6445014016815072,-0.6738493957980543,0.284178484019472,-0.03577975560202518,0.12623587493424576,0.3851121812995733,-0.34950906393343184
"Brentwood, Raleigh, NC",0.9886281265148792,-0.6142995973683246,0.1961078322730038,0.42159505372813194,0.36337081762247225,-0.1318554042454102,-0.45347441923135573,0.22542694491198648,-0.7056525008772856,0.4496093585546147,-0.32103668846225547,-1.3234263121398364,-0.7824247103387975,-0.36871330147834414,-0.27373139687346226,0.37535741436821546
"Briarcliff, Raleigh, NC",-1.991517818260286,0.8012301456300447,-0.6758730294265477,-0.7266967796943821,0.4538405121015771,0.5353849216589208,0.6630490326675531,0.05302847490956271,-0.21436142926538754,0.5751450879262872,-0.26909514570314363,0.08700293807702217,-0.505963940486333,-0.20556865496985982,0.16661051613508193,0.2511065555728054
"Briarwood North, Raleigh, NC",-1.618307616828269,0.5253989044042431,0.6467136503673259,-0.2627738629432459,0.5620625280702604,-0.061471764972257203,-0.24248376581327324,-1.2328117970044037,0.5125419802193305,-0.8198220918423829,-0.16140120451550852,-0.19063900541417728,-0.1399307007850204,-0.20798294006973556,0.16699208927281517,0.14290865958021667
"Bridgewater, Raleigh, NC",-2.4734811204890765,0.14667596196907373,-0.2528621985512831,-0.2093727240943676,-0.2940346121020052,0.32625837093134447,0.6959737550516617,-0.6204996322934091,-0.7990260406398909,-0.04821418825724138,-0.42421560460951696,0.13217688170832023,-0.37275749919776124,0.0006133456016811601,0.1281915016275146,-0.22002340281111057
"Brook Forest Townhomes, Raleigh, NC",-0.3030440266051815,0.6662472099528244,0.06038077480354727,0.00019169721750819657,0.09462698115265315,0.2156666719119423,0.022165978192048946,-0.41156352812656755,-0.3838867646103306,0.5176601427706594,-1.0891842182135596,-0.39804993236754826,0.6216901208132283,0.05889975918204554,-0.6202397705507617,-0.16536557306873736
"Brookdale, Raleigh, NC",-1.4354371146544578,0.3493111300174354,-0.06472892957604674,-0.10659807623808495,-0.15842967636052882,0.10775639331575274,0.5573688956285906,-0.022661947677145494,-1.2026881741078337,-0.7848961952045601,0.5245894448159247,0.7314341651073036,-0.5264498682117722,0.2583869183905477,0.13653459436728105,0.0064010195162593365
"Brookdale, Raleigh, NC",-1.4354371146544578,0.3493111300174354,-0.06472892957604674,-0.10659807623808495,-0.15842967636052882,0.10775639331575274,0.5573688956285906,-0.022661947677145494,-1.2026881741078337,-0.7848961952045601,0.5245894448159247,0.7314341651073036,-0.5264498682117722,0.2583869183905477,0.13653459436728105,0.0064010195162593365
"Brookhaven, Raleigh, NC",-0.5279421898043619,0.2821571153159601,1.4509877389851464,-0.5425308657294821,1.2322923641001966,-0.47915816176204795,-0.9235409127203175,-1.7630246375247522,1.9024918109503217,-2.283558327553541,-0.0926058039233026,-0.42060063177895235,0.026406521342031752,0.3810951453370401,0.5252585155051822,-0.37271534723180955
"Brooklyn (Glenwood), Raleigh, NC",0.8289631488484069,-0.747220027622976,2.070775185401844,-0.1006601588369768,1.2695920310275286,-0.24177805177307585,1.3007371806233217,0.24427757872447045,-1.3092715209307997,1.4298717627411577,1.8379758351427322,0.561637732718958,1.8367364695693038,0.10586861492675487,0.3204757499623549,-0.2842802237941638
"Brooklyn Hill, Raleigh, NC",1.208384466329884,0.062002120270116354,-0.6925696829678791,0.37661036316268887,0.008524893585158014,-0.5004992921915365,-0.30299598869178934,-0.07520826758451946,-0.6294017985244319,-1.0040010657717005,0.983490476516663,-0.061608094692537904,1.3122894778572016,-0.9596828960971125,-0.07267752351584524,-0.43503954556349383
"Brookshire, Raleigh, NC",0.053521042174759184,-0.1112223977297936,0.28966901389937255,-0.7796530245110441,-1.9089904168801701,-0.4970052836446258,-0.4410397334122013,0.3510207283704107,0.3019401278472399,0.025561453350469974,0.244409567824079,0.16864497229044062,0.41135311381356515,0.21523601434860373,-0.3119890896071724,-0.16458587464617466
"Brookside Dr, Raleigh, NC",0.434360709160561,-0.9053008277672652,0.04421812143163623,-0.03751137949652891,0.10381730850882002,0.06801029660551153,0.3063513404965362,-0.12702021747688486,-0.6615584997785949,-0.10020746593381763,-0.47177083719783713,-1.3481575916190451,-0.062110136959316664,0.1632175442039205,0.25625210641730817,-0.6280135066001158
"Brookview, Raleigh, NC",0.7634145487753431,-0.8585734585646656,0.1888924936413453,2.2353218040854195,-1.6956816147672054,0.198989901695793,2.2918072395644953,0.46470408921180417,2.046040580786503,0.2372900863452969,0.3209254632464231,-1.1491544563973852,-0.13409077404167233,0.121090827197423,0.19359484390625037,-0.39497937737814925
"Bryn Mawr, Raleigh, NC",0.5504157349723805,0.48026967074669796,-0.9992652197466807,-1.5113153194853424,1.401530204192613,0.5940706065801029,0.934607740608717,0.7628074843092071,0.2698306138266652,0.6932388002534159,0.35171061645841994,-0.37308796638999453,-0.706278386109404,-0.31603532696112036,-0.18047398771998316,0.057795763722967186
"Budleigh, Raleigh, NC",-3.3136449856587014,1.4426228288884944,0.06543860335656061,0.5476299992669821,-0.26305978109575706,0.24642060883227554,-0.06909345216371708,0.4268233204799014,-1.269784637539729,0.005809588839404068,0.29575793511875076,0.38448243566298557,-1.1166143302657623,0.04491730160349783,0.2894669055009384,-0.18277570101369345
"Calender, Raleigh, NC",-0.8509322259861122,-0.8486883726870111,-1.0124404052051472,0.9976585753953324,-0.016811638717447328,0.39437744480419296,0.7964038981464773,-1.2274720264191181,0.2679020245825468,0.2022298091701735,1.2479539742091124,0.44535875469522335,-0.4313241334679732,0.2900748932120946,-0.17235902370681636,0.12613517024657658
"Cambridge, Raleigh, NC",-0.552536787121247,-0.4901819022370811,1.0676911614003781,-2.1434836406572195,-4.158132979775636,-0.5364929386639123,0.2172058605870522,0.666099553726025,0.9964456511040167,0.17718824636190306,0.08521849889234583,0.19876729708852345,0.051813226300830316,-0.055906734748682976,-0.09922648992545663,0.1317722788156869
"Cambridge, Raleigh, NC",-0.552536787121247,-0.4901819022370811,1.0676911614003781,-2.1434836406572195,-4.158132979775636,-0.5364929386639123,0.2172058605870522,0.666099553726025,0.9964456511040167,0.17718824636190306,0.08521849889234583,0.19876729708852345,0.051813226300830316,-0.055906734748682976,-0.09922648992545663,0.1317722788156869
"Cambridge, Raleigh, NC",-0.552536787121247,-0.4901819022370811,1.0676911614003781,-2.1434836406572195,-4.158132979775636,-0.5364929386639123,0.2172058605870522,0.666099553726025,0.9964456511040167,0.17718824636190306,0.08521849889234583,0.19876729708852345,0.051813226300830316,-0.055906734748682976,-0.09922648992545663,0.1317722788156869
"Cameron Park, Raleigh, NC",3.3912170099957417,0.7245163554245131,0.04873757702459298,0.4507273541727418,0.5192720920140935,-0.4247830157194913,-0.7807000999158619,0.550308947164274,-1.0109138251786913,-0.6383867116855025,0.9231881104378198,-0.32246121113671466,0.4027206165373844,-0.895733252350283,-1.1019418421343696,-0.06330411005612255
"Cameron Village, Raleigh, NC",0.0391955079741551,0.6049273275162937,-1.3571210920754484,0.7085583672254004,0.08523837192932507,-0.7912111389624611,-0.6269581750150438,-0.4423486293442852,-0.4345892651685328,-1.0825897940103446,1.7865732371376655,1.3385088422161657,1.5099799369019635,-0.037204569376545524,0.6946789340423289,0.07111886895319194
"Capitol Heights, Raleigh, NC",0.7379467095380993,-0.8684327053698037,0.03496035538656865,2.528216183236359,-1.0559332316253618,0.30826596072471957,2.364955265823267,0.3444160627953011,1.765080267315196,0.0779379010483137,0.10643086665205229,-1.1004909152991345,-0.14383771739360898,0.10954502051435891,0.21025501027974186,-0.43316688888488086
"Cardinal Grove, Raleigh, NC",0.09338187666183602,-0.7007495199098172,-0.5834333321254589,-0.827304677195955,0.25021347135818284,0.1069625661826176,0.5584562215516236,0.05405601981590104,-0.14558485221187997,-0.6176296878339111,-0.6915637157731838,0.47369547766943265,-0.22218887166867393,0.3828531732712619,-0.02250121716233757,0.26748074101669894
"Cardinal Hills, Raleigh, NC",0.8188408820157818,0.4172692996575188,0.9601645384538132,-2.032048249189035,-3.5514917393414307,-0.452937125872399,0.14374064582662044,-0.010565330918695092,0.8108534591742392,1.3853825765320016,1.437855163234499,-0.6869718942761532,-0.5333079791406528,-0.027037827479383696,-0.34231140345137684,0.29586277964048274
"Carolina Country Club, Raleigh, NC",-4.9024434156057515,1.1946009760418894,-0.11289932246885502,0.38341774578072113,-0.5645837344926554,0.2311932434519912,-0.030747810880092503,-0.328261672363047,-0.716595235189683,0.8266751452812617,-1.1291991650846456,1.1451461391727955,-0.11643102965830981,-1.8681492047289592,0.7666324688900904,-0.2337653903467047
"Carriage Hills, Raleigh, NC",-1.5179081620473895,1.1334623958141417,-0.025782237727206954,0.002789499423882319,-0.7753385127661846,-0.04295449365964302,-0.20033413242933992,0.029242947465822386,-0.6210982966393988,0.19413344057648596,0.2164067303505677,0.36315885659589,-0.17470630615844604,-0.5736385543043928,0.24769199823261132,-0.24639490993908927
"Carters Mill, Raleigh, NC",0.0767295863294322,-4.086830531437785,-1.6307590711953297,1.3017608725955792,0.8287042206137104,-1.8727556526336664,-2.2715937599866094,-1.234195355550059,1.1651563987281084,1.5968306601098072,0.49557632661976786,1.3635423443332249,-0.6052602388103905,0.3786177016260686,-0.0481436709868025,0.03693853074954564
"Cedar Hills Estates, Raleigh, NC",-0.44424222552815207,0.2640217170602466,-0.6309230760017044,0.2432114080305658,-0.9415588456836667,-0.3413011168827317,-1.203825673390661,-0.132650082049109,0.24855583212884957,0.5527163392100881,-0.2680193673842528,-1.3299351848456487,0.7993366732395459,-0.2049285777470403,0.8933745292563289,0.32806766612218247
"Cedar Village, Raleigh, NC",-0.7322043793395379,-0.7835112578582665,-0.874306132296591,1.093497849017766,-0.09620312664123445,0.5558086687287597,1.0106661748558932,-1.0859253328365663,0.2955895095430652,0.12440243459373704,1.092971091477031,0.2886833207413219,-0.566423803688035,0.2194481487548799,-0.20186291320035965,0.13974754820805932
"Cedarwoods Country Estates, Raleigh, NC",0.18470127710407713,-3.5445890074984856,-1.2153835096430894,0.7906019118771345,0.7111578703549332,-1.3599599214801774,-2.0508028466001145,-0.9626278890430736,0.5824287762263888,1.2326956367664914,0.1744961299243584,0.7037718001069305,-0.5247411178322239,0.15947716090155836,-0.13723685871799501,0.07209284204646371
"Chadleigh Pointe, Raleigh, NC",-0.04304492911441036,0.0527785610033747,-1.644963745856353,-1.2463135508157128,1.2327583562593667,0.3143336907160097,0.32555225188166764,0.6742034506135883,0.6120713709804039,0.38683474406624846,0.31499737674699946,-0.25665492888298913,-0.043233622042691634,-0.44935324633243895,0.23315033477997882,-0.1494580785581935
"Chestnut Hills, Raleigh, NC",-1.3059331275557722,0.24976191195769432,-0.9482872828563088,-0.6175558449199119,0.46217554593698357,0.2508310015384021,0.2573797347475643,0.17291668545818567,-0.005825366718844101,0.12203570686001848,-0.23279644423197313,0.1457979666781466,0.125535673355381,-0.23020936378921794,0.2187268443692377,0.13865168791266497
"Chippenham Square, Raleigh, NC",-2.9843672950492723,0.36551722728895236,-0.5164290526092666,0.8549675098041795,-0.506867297751447,-0.09602185573358077,2.0159549450800447,-0.831875808901328,0.20079164377600067,0.1972454389831667,-0.5382888341490438,0.20840071928976084,-0.021800064846978877,-0.3776088560658224,-0.16391350182977613,-0.03480080400285852
"Churchill Woods, Raleigh, NC",-1.072537778679629,0.9610769262400721,-0.31944139287992007,0.046448357008390784,0.16094211571123648,0.19864234770917752,0.032241208609230396,-0.8956023692836587,-0.4953897616646723,0.808667924311141,-0.27288664641321525,-0.19871968281470728,0.5949496080281514,-0.1221606050190186,-0.03830623850535291,0.3542161150218805
"Claridge, Raleigh, NC",-0.48164672292199934,-0.9859363576025553,0.30819573559591407,0.5555916083442349,-0.7337417854427528,2.9281377285446606,0.3524152327661256,-0.10964170929639375,0.058242608929614303,-0.8157233618442548,-0.7575515067031999,0.9463643264296602,0.046285791092537054,-0.21386818869121582,0.08082421018798717,-0.09597877765094046
"Cobblestone, Raleigh, NC",0.12820462866914695,-0.7486919073331847,-0.2451636379274509,-0.4124511342235442,-0.11857869285748648,-0.029042676303384696,0.4327791701769322,-0.45047752682234526,-0.5221836212553952,-0.700348802698041,-0.751334133741063,0.4768462761693769,-0.18143629283908502,0.45978770164650407,-0.041468180055609975,0.2697480111727811
"Coley, Raleigh, NC",-3.5546798291239923,0.9968665730005508,0.1332687240205183,1.123603007088021,-0.1317138760959288,-0.0947663960519026,-1.0312727861005484,1.0472329249761965,-0.9594880553600423,0.0914128062550449,-0.006525695120396174,0.20453325464183986,0.15216094121503732,-0.17332224264624502,0.20703620504843837,0.198652387070711
"College Crest, Raleigh, NC",0.060795137808066516,0.5507503292862884,0.07000199119785157,0.7846306577028516,0.1765216777401494,-0.4559362682886735,0.1669323345159438,-0.03625257507616893,-0.03806580973223651,-0.11795065451964962,0.009088444135333221,0.24117658809422768,0.563541135869633,-0.27147643316002784,0.18070505421945582,-0.6373081348288795
"Collingwood, Raleigh, NC",2.497635820649938,-1.4355944982363253,0.6768745733958156,-0.10270859471735652,0.1511014353547302,-0.516689370967196,-0.3185963077948037,0.6867381736436688,-0.4532488897199125,-0.5972129005591167,-1.5211529218630189,1.1161911283953896,-0.9422402485736434,-0.04198955143755863,-0.2706482108939571,0.07401635093381084
"Colony Woods, Raleigh, NC",-0.23622077847904488,0.32951420657025693,-0.37774055524302813,0.1758866007707655,-1.024195896315117,-0.204645133146666,-1.0012077410525022,0.0996090647248092,0.13120622740958057,0.43913848791614174,-0.620097802114489,-1.620085031222528,0.490440021448875,-0.31546415721324506,0.8429700106553029,0.3340854393766135
"Community Dr, Raleigh, NC",2.211544426843127,-1.095650757721127,1.0102944493717485,-0.040878888752693965,0.8232285811390007,-0.2796106350922285,0.2065253627750921,0.31139900336359355,-0.8844306702863411,0.38161883776246286,0.2500674062528217,-0.28713785259853397,0.5204663814484439,0.3092287343380925,0.39550632847817613,0.59575389667314
"Cottonwood, Raleigh, NC",0.8093984433058455,2.3831338135701317,1.6731747522274822,0.5591389285747225,0.7529930112408517,0.14106010388332882,-0.9391048326278593,0.7436808206753441,-0.17596776880974296,2.2354813786233674,-2.1814490034585776,0.5434997967792143,0.3527462630581748,1.8116037534517615,0.23958055688026703,0.3219655113703326
"Country Club View, Raleigh, NC",3.3091173893164108,0.6146436437868804,1.1196752485497383,0.40143001975486586,0.7338955144003295,-0.3151752542966934,-0.8959515450846992,0.7368674379522602,-0.35822038927115796,0.9527564340349068,-1.234890823929424,-0.00023842355754554595,0.13401272283713242,0.5406983977493486,0.08486022499300665,-0.3318429898630385
"Country Club Villas, Raleigh, NC",-1.7516690104859407,0.6426607988150894,-0.12915417017885178,0.2957427501699031,-0.1822202321714653,-0.06490585313491284,-0.16423272246430046,-0.22948889668204658,-0.7881069890770745,0.36152449797485625,-0.36886819646324376,0.658391946198929,0.003139361427278277,-1.7712191127566534,0.6384471205933638,-0.34752045594715963
"Courtney Place, Raleigh, NC",-0.9831831901885665,-0.7865889968070567,-0.9885373983731923,-0.11120841582323676,0.22663284666903896,-0.1922711139020961,0.1334858085499691,-1.3383620584853497,-0.5701876104409045,0.20384330278842755,1.0566523185817231,0.2746295827764301,-0.4067599822349758,0.3280677099188627,-0.17526102870073865,0.07352575108215686
"Crabtree Heights, Raleigh, NC",1.8586180431629793,-0.25723437699979973,0.0790899788113088,0.7484497270919199,0.177622074004372,-0.09712857799370658,0.6026394925190522,0.1305630512429712,-0.41362826509909345,-0.13842274079432298,0.2123902611288249,-0.958136061337662,-0.5160624254856799,-0.5599204873259223,-0.4076663729143438,-0.30309264149813014
"Creekside, Raleigh, NC",-2.405874647650367,-0.04423383214530183,0.4681295632706136,0.6657729381421236,-0.04140644943622111,0.35156985589349343,0.18147921297704944,0.2855870713879309,-0.5685000108733435,0.6688246680853741,-0.7017772894619726,-0.08009059962861165,-0.8080283212713274,0.029051031457464488,-0.43211393475552173,0.5136063967336165
"Crestview, Raleigh, NC",-1.5682122250004882,0.21040515951900013,-0.2046821064620999,0.1286069411579686,0.05409392914928589,0.17168137479928844,0.16033168123679636,-0.23824048334793152,-0.8204110648417334,-0.0682019998306552,0.19568108612437132,-0.40084350835261817,0.05575333112748004,0.6617686063654862,-0.3572124560055082,0.27611273232236855
"Cross Link Trace, Raleigh, NC",0.189712006455994,-3.518455124985266,-1.1992014633971693,0.783140682903711,0.7041294441110407,-1.3440395990881866,-2.0267325715573676,-0.9488519012727982,0.5679021647345507,1.2168111472371812,0.16244501983089057,0.6754145248546489,-0.5202993491560977,0.1498425769821423,-0.14152559435489592,0.07469544606551404
"Crown Oaks, Raleigh, NC",0.47391032499293817,-0.17443928199180636,0.74642087045904,-0.12939125847801142,0.4228034173920654,-0.2471299656092408,-0.21397212756037387,-0.09254890244672416,-0.05551429408971146,-1.3594231983262388,-0.271590225839388,-0.2536764567040161,0.7619432642873591,-0.3218411569698979,0.18632055154732358,-0.06965872288068024
"Dacian Valley, Raleigh, NC",2.324978882288497,-0.9134295563231264,1.208515503004471,-0.11243109395294112,0.748109313971059,-0.12974702433069846,0.4315029328259706,0.4868623968962528,-1.018225861618942,0.2412369708860474,0.03677670007786381,-0.5728445166148877,0.42291692644912154,0.20735681904119196,0.34967688831168153,0.6136982403283396
"Dairyland, Raleigh, NC",-2.1720901412028732,1.3020182387564467,-0.8461282818486814,-0.36763122337563037,0.7378273680093074,0.3266468426801663,-0.14626152842577755,0.8409560331806887,0.02697469417442621,0.7000920543255601,0.018713841755631625,0.34136265615893246,0.0828402585356047,-0.46396472206106437,0.28069567048725386,0.1988099373208904
"Dandridge Downs, Raleigh, NC",0.20520503606671875,-3.607918222462179,-1.0358149212803045,0.3742397863024675,-0.22655078636012982,-1.572808783305179,-2.234454814894613,-0.8261261314343159,1.0484179381031429,1.5202316610332638,0.5367400101876929,0.7185895301087154,-0.5189441455283541,0.20679734361107624,-0.14885555204236378,0.12160155665230682
"Darien Place, Raleigh, NC",0.20846170775928596,1.0831175218022835,-1.7370766922336787,-1.536206459358458,1.3587304078879723,0.5033209699966319,0.5576788563968516,0.20648686059614413,0.7745310273907448,0.4354638813469555,0.417636557747521,0.18314737043844104,0.9338356559849831,0.5748007332304284,-0.40263854535796706,-0.11692405150442876
